UID
BSA_10976
BSA_7676
BSA_945
BSA_839
BSA_30016
BSA_2709
BSA_339
BSA_8196
BSA_1942
BSA_1948
BSA_8173
BSA_1507
BSA_1455
BSA_2212
BSA_32474
BSA_7349
BSA_784
BSA_3771
BSA_2976
BSA_170
BSA_3172
BSA_7601
BSA_7841
BSA_992
BSA_563
BSA_666
BSA_660
BSA_3585
BSA_203
BSA_3791
BSA_7410
BSA_37796
BSA_938
BSA_24896
BSA_16900
BSA_1434
BSA_738
BSA_3639
BSA_2952
BSA_605
BSA_1032
BSA_2437
BSA_3420
BSA_512
BSA_2961
BSA_7862
BSA_2937
BSA_458
BSA_2708
BSA_2176
BSA_16951
BSA_3677
BSA_3289
BSA_3009
BSA_3609
BSA_4157
BSA_1610
BSA_3259
BSA_471
BSA_920
BSA_29445
BSA_1425
BSA_7433
BSA_30636
BSA_1122
BSA_1113
BSA_12155
BSA_20822
BSA_2484
BSA_7568
BSA_419
BSA_32297
BSA_1663
BSA_2002
BSA_37808
BSA_575
BSA_24925
BSA_1736
BSA_37756
BSA_7392
BSA_307
BSA_24709
BSA_24707
BSA_1802
BSA_7466
BSA_25008
BSA_1217
BSA_846
BSA_104
BSA_7693
BSA_3447
BSA_3450
BSA_527
BSA_976
BSA_1671
BSA_29896
BSA_24893
BSA_686
BSA_314
BSA_7632
BSA_1943
BSA_668
BSA_994
BSA_911
BSA_20759
BSA_29923
BSA_2826
BSA_1475
BSA_710
BSA_3004
BSA_12227
BSA_10982
BSA_565
BSA_336
BSA_7473
BSA_2023
BSA_12208
BSA_7714
BSA_2067
BSA_7847
BSA_37811
BSA_7365
BSA_733
BSA_29904
BSA_24991
BSA_2253
BSA_2877
BSA_2472
BSA_2389
BSA_140
BSA_20813
BSA_2452
BSA_16940
BSA_2653
BSA_7513
BSA_24914
BSA_32461
BSA_1770
BSA_2915
BSA_10974
BSA_2994
BSA_2822
BSA_24911
BSA_2657
BSA_37797
BSA_1547
BSA_24920
BSA_580
BSA_302
BSA_3655
BSA_7787
BSA_16441
BSA_1695
BSA_7387
BSA_8172
BSA_1604
BSA_765
BSA_1177
BSA_270
BSA_235
BSA_7848
BSA_3375
BSA_37793
BSA_2351
BSA_16567
BSA_567
BSA_1187
BSA_3989
BSA_246
BSA_3648
BSA_397
BSA_3220
BSA_1627
BSA_2370
BSA_2068
BSA_10986
BSA_7354
BSA_24685
BSA_1007
BSA_1163
BSA_1092
BSA_7755
BSA_1390
BSA_7475
BSA_1336
BSA_2813
BSA_2131
BSA_3317
BSA_594
BSA_1402
BSA_1771
BSA_486
BSA_29911
BSA_3555
BSA_697
BSA_2554
BSA_32248
BSA_7411
BSA_23626
BSA_2898
BSA_1611
BSA_32121
BSA_1468
BSA_7720
BSA_7774
BSA_1932
BSA_7372
BSA_695
BSA_4023
BSA_7597
BSA_2350
BSA_1427
BSA_2490
BSA_3668
BSA_12093
BSA_3169
BSA_7805
BSA_904
BSA_20821
BSA_1519
BSA_303
BSA_2632
BSA_1683
BSA_2610
BSA_515
BSA_1624
BSA_1591
BSA_1056
BSA_7375
BSA_799
BSA_2628
BSA_7649
BSA_2764
BSA_758
BSA_208
BSA_12067
BSA_3087
BSA_7817
BSA_3354
BSA_37777
BSA_399
BSA_2751
BSA_25062
BSA_37768
BSA_874
BSA_37804
BSA_25003
BSA_1235
BSA_1078
BSA_10983
BSA_1595
BSA_143
BSA_32128
BSA_7402
BSA_32482
BSA_1589
BSA_24992
BSA_926
BSA_375
BSA_2047
BSA_1400
BSA_175
BSA_2978
BSA_25006
BSA_4153
BSA_37761
BSA_2491
BSA_29886
BSA_241
BSA_1529
BSA_2335
BSA_1952
BSA_1983
BSA_32983
BSA_3229
BSA_3513
BSA_7386
BSA_3254
BSA_2891
BSA_227
BSA_2470
BSA_3534
BSA_1199
BSA_20760
BSA_37835
BSA_115
BSA_2778
BSA_1659
BSA_7551
BSA_756
BSA_20757
BSA_29918
BSA_480
BSA_7611
BSA_1918
BSA_33875
BSA_2316
BSA_1343
BSA_3086
BSA_7508
BSA_6676
BSA_1992
BSA_1680
BSA_1847
BSA_3471
BSA_2675
BSA_7431
BSA_37788
BSA_1426
BSA_1253
BSA_24917
BSA_989
BSA_122
BSA_1576
BSA_2726
BSA_2899
BSA_20716
BSA_7590
BSA_29865
BSA_24890
BSA_7521
BSA_1087
BSA_7063
BSA_7771
BSA_975
BSA_3704
BSA_7414
BSA_2678
BSA_29932
BSA_3839
BSA_1459
BSA_941
BSA_2942
BSA_1631
BSA_3653
BSA_7507
BSA_3760
BSA_2987
BSA_2461
BSA_656
BSA_236
BSA_24670
BSA_2175
BSA_675
BSA_798
BSA_387
BSA_2558
BSA_3758
BSA_3601
BSA_3558
BSA_12100
BSA_2305
BSA_20723
BSA_25085
BSA_592
BSA_1213
BSA_16942
BSA_113
BSA_3324
BSA_430
BSA_1860
BSA_7412
BSA_6792
BSA_8174
BSA_822
BSA_796
BSA_1672
BSA_1386
BSA_367
BSA_2410
BSA_3680
BSA_1743
BSA_795
BSA_7616
BSA_2958
BSA_7486
BSA_3155
BSA_356
BSA_1368
BSA_1021
BSA_37849
BSA_20818
BSA_2627
BSA_3572
BSA_1733
BSA_7648
BSA_1615
BSA_542
BSA_139
BSA_648
BSA_33890
BSA_7708
BSA_29432
BSA_1964
BSA_20782
BSA_16885
BSA_16503
BSA_16667
BSA_908
BSA_2227
BSA_16410
BSA_2852
BSA_791
BSA_3183
BSA_2456
BSA_6678
BSA_2577
BSA_2423
BSA_7617
BSA_453
BSA_298
BSA_2557
BSA_3687
BSA_186
BSA_1720
BSA_1908
BSA_699
BSA_32140
BSA_1161
BSA_2244
BSA_33884
BSA_2195
BSA_685
BSA_2095
BSA_2580
BSA_296
BSA_3395
BSA_560
BSA_1640
BSA_24807
BSA_425
BSA_15569
BSA_1762
BSA_12112
BSA_33820
BSA_2965
BSA_893
BSA_401
BSA_3846
BSA_2062
BSA_1938
BSA_3321
BSA_7740
BSA_434
BSA_16404
BSA_12090
BSA_2947
BSA_724
BSA_2123
BSA_10996
BSA_843
BSA_3393
BSA_7413
BSA_12061
BSA_7388
BSA_612
BSA_604
BSA_1437
BSA_37857
BSA_37818
BSA_1826
BSA_7793
BSA_452
BSA_2254
BSA_433
BSA_2772
BSA_1994
BSA_3104
BSA_1127
BSA_310
BSA_1418
BSA_1307
BSA_5010
BSA_3210
BSA_7806
BSA_1052
BSA_2266
BSA_739
BSA_24810
BSA_3570
BSA_3258
BSA_7609
BSA_16396
BSA_570
BSA_2581
BSA_832
BSA_29428
BSA_7446
BSA_1702
BSA_160
BSA_538
BSA_368
BSA_2980
BSA_1686
BSA_1291
BSA_289
BSA_1480
BSA_815
BSA_780
BSA_1846
BSA_23607
BSA_1385
BSA_3185
BSA_608
BSA_24962
BSA_29425
BSA_818
BSA_20764
BSA_3456
BSA_33891
BSA_1651
BSA_792
BSA_3446
BSA_623
BSA_3774
BSA_2145
BSA_16490
BSA_24967
BSA_2261
BSA_6671
BSA_10957
BSA_239
